Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Midtrans-looping,,,,2021-07-27 10:36:37,2021-07-27 10:36:45,8.391s,FAILED
,,,,,,,
Test Cases/looping,,,,2021-07-27 10:36:37,2021-07-27 10:36:45,7.786s,FAILED
"openBrowser("""")",,,,2021-07-27 10:36:39,2021-07-27 10:36:45,6.196s,FAILED
