Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""txt-cardnumber""), cardnumber)",Chrome 91.0.4472.164,,,2021-07-23 21:26:39,2021-07-23 21:26:40,0.712s,PASSED
"setText(findTestObject(""txt-expiry-date""), expiry)",Chrome 91.0.4472.164,,,2021-07-23 21:26:40,2021-07-23 21:26:40,0.252s,PASSED
"setText(findTestObject(""txt-cvv""), cvv)",Chrome 91.0.4472.164,,,2021-07-23 21:26:40,2021-07-23 21:26:41,0.289s,PASSED
"verifyMatch(email, email, false)",Chrome 91.0.4472.164,,,2021-07-23 21:26:41,2021-07-23 21:26:41,0.003s,PASSED
"verifyMatch(phoneconvert, phoneconvert, false)",Chrome 91.0.4472.164,,,2021-07-23 21:26:41,2021-07-23 21:26:41,0.006s,PASSED
"click(findTestObject(""btn-pay-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:26:41,2021-07-23 21:26:41,0.224s,PASSED
,,,,,,,
Test Cases/Midtrans005-Positive,Chrome 91.0.4472.164,,,2021-07-23 21:26:41,2021-07-23 21:27:19,38.215s,PASSED
"switchToFrame(findTestObject(""iframe - IssuingBank""), 3)",Chrome 91.0.4472.164,,,2021-07-23 21:26:41,2021-07-23 21:26:45,4.106s,PASSED
"setText(findTestObject(""txt-password-issuingBank""), PasswordIssuingBank)",Chrome 91.0.4472.164,,,2021-07-23 21:26:45,2021-07-23 21:26:46,0.174s,PASSED
"click(findTestObject(""btn-ok-issuingbank""))",Chrome 91.0.4472.164,,,2021-07-23 21:26:46,2021-07-23 21:26:47,1.185s,PASSED
waitForPageLoad(3),Chrome 91.0.4472.164,,,2021-07-23 21:26:47,2021-07-23 21:26:47,0.236s,PASSED
"verifyElementPresent(findTestObject(""div_Transaction successful""), 0)",Chrome 91.0.4472.164,,,2021-07-23 21:26:47,2021-07-23 21:26:48,0.587s,PASSED
"verifyElementVisible(findTestObject(""lbl-status-transaction""), STOP_ON_FAILURE)",Chrome 91.0.4472.164,,,2021-07-23 21:26:48,2021-07-23 21:27:19,31.428s,PASSED
,,,,,,,
Test Cases/MidTrans006-Positive,Chrome 91.0.4472.164,,,2021-07-23 21:27:19,2021-07-23 21:27:21,2.372s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:19,2021-07-23 21:27:20,0.924s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:20,2021-07-23 21:27:21,0.616s,PASSED
"click(findTestObject(""btn-cancel""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:21,2021-07-23 21:27:21,0.560s,PASSED
,,,,,,,
Test Cases/Midtrans009-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:27:21,2021-07-23 21:27:29,7.871s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:22,2021-07-23 21:27:23,0.574s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:23,2021-07-23 21:27:23,0.560s,PASSED
"setText(findTestObject(""txt-amount""), amount)",Chrome 91.0.4472.164,,,2021-07-23 21:27:23,2021-07-23 21:27:24,0.876s,PASSED
"setText(findTestObject(""txt-name""), name)",Chrome 91.0.4472.164,,,2021-07-23 21:27:24,2021-07-23 21:27:25,0.916s,PASSED
"setText(findTestObject(""txt-email""), email)",Chrome 91.0.4472.164,,,2021-07-23 21:27:25,2021-07-23 21:27:26,0.753s,PASSED
"setText(findTestObject(""txt-phone""), phone)",Chrome 91.0.4472.164,,,2021-07-23 21:27:26,2021-07-23 21:27:27,0.720s,PASSED
"setText(findTestObject(""txt-city""), city)",Chrome 91.0.4472.164,,,2021-07-23 21:27:27,2021-07-23 21:27:27,0.844s,PASSED
"setText(findTestObject(""txt-Address""), address)",Chrome 91.0.4472.164,,,2021-07-23 21:27:27,2021-07-23 21:27:28,0.767s,PASSED
"setText(findTestObject(""txt-postal-code""), postal)",Chrome 91.0.4472.164,,,2021-07-23 21:27:28,2021-07-23 21:27:29,0.657s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:29,2021-07-23 21:27:29,0.434s,PASSED
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:27:29,2021-07-23 21:27:29,0.004s,PASSED
,,,,,,,
Test Cases/Midtrans008-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:27:29,2021-07-23 21:27:39,9.871s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:30,2021-07-23 21:27:31,1.189s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:31,2021-07-23 21:27:32,0.580s,PASSED
"setText(findTestObject(""txt-amount""), amount)",Chrome 91.0.4472.164,,,2021-07-23 21:27:32,2021-07-23 21:27:32,0.867s,PASSED
"setText(findTestObject(""txt-name""), name)",Chrome 91.0.4472.164,,,2021-07-23 21:27:32,2021-07-23 21:27:34,1.939s,PASSED
"setText(findTestObject(""txt-email""), email)",Chrome 91.0.4472.164,,,2021-07-23 21:27:34,2021-07-23 21:27:35,0.771s,PASSED
"setText(findTestObject(""txt-phone""), phone)",Chrome 91.0.4472.164,,,2021-07-23 21:27:35,2021-07-23 21:27:36,0.896s,PASSED
"setText(findTestObject(""txt-city""), city)",Chrome 91.0.4472.164,,,2021-07-23 21:27:36,2021-07-23 21:27:37,0.640s,PASSED
"setText(findTestObject(""txt-Address""), address)",Chrome 91.0.4472.164,,,2021-07-23 21:27:37,2021-07-23 21:27:37,0.690s,PASSED
"setText(findTestObject(""txt-postal-code""), postal)",Chrome 91.0.4472.164,,,2021-07-23 21:27:37,2021-07-23 21:27:38,0.724s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:38,2021-07-23 21:27:38,0.330s,PASSED
"getText(findTestObject(""txt-errormessage""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:38,2021-07-23 21:27:39,0.765s,PASSED
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:27:39,2021-07-23 21:27:39,0.004s,PASSED
,,,,,,,
Test Cases/Midtrans007-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:27:39,2021-07-23 21:27:46,7.077s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:40,2021-07-23 21:27:40,0.617s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:40,2021-07-23 21:27:41,0.484s,PASSED
"setText(findTestObject(""txt-amount""), amount)",Chrome 91.0.4472.164,,,2021-07-23 21:27:41,2021-07-23 21:27:42,0.920s,PASSED
"setText(findTestObject(""txt-name""), name)",Chrome 91.0.4472.164,,,2021-07-23 21:27:42,2021-07-23 21:27:43,0.795s,PASSED
"setText(findTestObject(""txt-email""), email)",Chrome 91.0.4472.164,,,2021-07-23 21:27:43,2021-07-23 21:27:43,0.702s,PASSED
"setText(findTestObject(""txt-phone""), phone)",Chrome 91.0.4472.164,,,2021-07-23 21:27:43,2021-07-23 21:27:44,0.697s,PASSED
"setText(findTestObject(""txt-city""), city)",Chrome 91.0.4472.164,,,2021-07-23 21:27:44,2021-07-23 21:27:45,0.626s,PASSED
"setText(findTestObject(""txt-Address""), address)",Chrome 91.0.4472.164,,,2021-07-23 21:27:45,2021-07-23 21:27:45,0.698s,PASSED
"setText(findTestObject(""txt-postal-code""), postal)",Chrome 91.0.4472.164,,,2021-07-23 21:27:45,2021-07-23 21:27:46,0.670s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:46,2021-07-23 21:27:46,0.331s,PASSED
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:27:46,2021-07-23 21:27:46,0.002s,PASSED
,,,,,,,
Test Cases/Midtrans010-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:27:46,2021-07-23 21:27:54,7.661s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:47,2021-07-23 21:27:47,0.611s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:47,2021-07-23 21:27:48,0.608s,PASSED
"setText(findTestObject(""txt-amount""), amount)",Chrome 91.0.4472.164,,,2021-07-23 21:27:48,2021-07-23 21:27:49,1.081s,PASSED
"setText(findTestObject(""txt-name""), name)",Chrome 91.0.4472.164,,,2021-07-23 21:27:49,2021-07-23 21:27:50,0.774s,PASSED
"setText(findTestObject(""txt-email""), email)",Chrome 91.0.4472.164,,,2021-07-23 21:27:50,2021-07-23 21:27:51,0.716s,PASSED
"setText(findTestObject(""txt-phone""), phone)",Chrome 91.0.4472.164,,,2021-07-23 21:27:51,2021-07-23 21:27:51,0.648s,PASSED
"setText(findTestObject(""txt-city""), city)",Chrome 91.0.4472.164,,,2021-07-23 21:27:51,2021-07-23 21:27:52,0.858s,PASSED
"setText(findTestObject(""txt-Address""), address)",Chrome 91.0.4472.164,,,2021-07-23 21:27:52,2021-07-23 21:27:53,0.689s,PASSED
"setText(findTestObject(""txt-postal-code""), postal)",Chrome 91.0.4472.164,,,2021-07-23 21:27:53,2021-07-23 21:27:53,0.731s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:53,2021-07-23 21:27:54,0.428s,PASSED
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:27:54,2021-07-23 21:27:54,0.003s,PASSED
,,,,,,,
Test Cases/Midtrans011-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:27:54,2021-07-23 21:28:06,11.648s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:27:55,2021-07-23 21:27:55,0.667s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:55,2021-07-23 21:27:56,0.578s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:27:56,2021-07-23 21:27:56,0.599s,PASSED
"switchToFrame(findTestObject(""iframe""), 5)",Chrome 91.0.4472.164,,,2021-07-23 21:27:56,2021-07-23 21:28:03,6.492s,PASSED
"click(findTestObject(""btn-continue""))",Chrome 91.0.4472.164,,,2021-07-23 21:28:03,2021-07-23 21:28:03,0.199s,PASSED
"click(findTestObject(""btn-creditcard""))",Chrome 91.0.4472.164,,,2021-07-23 21:28:03,2021-07-23 21:28:03,0.317s,PASSED
"setText(findTestObject(""txt-cardnumber""), ccinvalid)",Chrome 91.0.4472.164,,,2021-07-23 21:28:03,2021-07-23 21:28:04,0.458s,PASSED
"setText(findTestObject(""txt-expiry-date""), expiry)",Chrome 91.0.4472.164,,,2021-07-23 21:28:04,2021-07-23 21:28:04,0.290s,PASSED
"setText(findTestObject(""txt-cvv""), cvv)",Chrome 91.0.4472.164,,,2021-07-23 21:28:04,2021-07-23 21:28:04,0.251s,PASSED
"click(findTestObject(""btn-pay-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:28:04,2021-07-23 21:28:05,0.179s,PASSED
"verifyElementText(findTestObject(""txt-invalid-card-number""), ""Invalid card number"")",Chrome 91.0.4472.164,,,2021-07-23 21:28:05,2021-07-23 21:28:05,0.143s,PASSED
"setText(findTestObject(""txt-cardnumber""), cardnumber)",Chrome 91.0.4472.164,,,2021-07-23 21:28:05,2021-07-23 21:28:05,0.358s,PASSED
"setText(findTestObject(""txt-expiry-date""), expiryinvalid)",Chrome 91.0.4472.164,,,2021-07-23 21:28:05,2021-07-23 21:28:05,0.297s,PASSED
"verifyElementText(findTestObject(""txt-expiry-date-warning""), ""Expiry date"")",Chrome 91.0.4472.164,,,2021-07-23 21:28:05,2021-07-23 21:28:06,0.139s,PASSED
