Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:53:04,2021-07-23 21:53:04,0.004s,PASSED
,,,,,,,
Test Cases/Midtrans010-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:53:04,2021-07-23 21:53:12,8.641s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:53:05,2021-07-23 21:53:05,0.756s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:05,2021-07-23 21:53:06,0.776s,PASSED
"setText(findTestObject(""txt-amount""), amount)",Chrome 91.0.4472.164,,,2021-07-23 21:53:06,2021-07-23 21:53:07,1.058s,PASSED
"setText(findTestObject(""txt-name""), name)",Chrome 91.0.4472.164,,,2021-07-23 21:53:07,2021-07-23 21:53:08,0.894s,PASSED
"setText(findTestObject(""txt-email""), email)",Chrome 91.0.4472.164,,,2021-07-23 21:53:08,2021-07-23 21:53:09,0.914s,PASSED
"setText(findTestObject(""txt-phone""), phone)",Chrome 91.0.4472.164,,,2021-07-23 21:53:09,2021-07-23 21:53:10,0.792s,PASSED
"setText(findTestObject(""txt-city""), city)",Chrome 91.0.4472.164,,,2021-07-23 21:53:10,2021-07-23 21:53:11,0.740s,PASSED
"setText(findTestObject(""txt-Address""), address)",Chrome 91.0.4472.164,,,2021-07-23 21:53:11,2021-07-23 21:53:11,0.751s,PASSED
"setText(findTestObject(""txt-postal-code""), postal)",Chrome 91.0.4472.164,,,2021-07-23 21:53:11,2021-07-23 21:53:12,0.662s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:12,2021-07-23 21:53:12,0.351s,PASSED
"verifyMatch(actual, expected, false)",Chrome 91.0.4472.164,,,2021-07-23 21:53:12,2021-07-23 21:53:12,0.005s,PASSED
,,,,,,,
Test Cases/Midtrans011-Negative,Chrome 91.0.4472.164,,,2021-07-23 21:53:12,2021-07-23 21:53:26,13.359s,PASSED
navigateToUrl(baseURL),Chrome 91.0.4472.164,,,2021-07-23 21:53:13,2021-07-23 21:53:14,0.664s,PASSED
"click(findTestObject(""btn-buy-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:14,2021-07-23 21:53:14,0.596s,PASSED
"click(findTestObject(""btn-checkout""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:14,2021-07-23 21:53:15,0.672s,PASSED
"switchToFrame(findTestObject(""iframe""), 5)",Chrome 91.0.4472.164,,,2021-07-23 21:53:15,2021-07-23 21:53:22,6.684s,PASSED
"click(findTestObject(""btn-continue""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:22,2021-07-23 21:53:22,0.321s,PASSED
"click(findTestObject(""btn-creditcard""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:22,2021-07-23 21:53:23,0.517s,PASSED
"setText(findTestObject(""txt-cardnumber""), ccinvalid)",Chrome 91.0.4472.164,,,2021-07-23 21:53:23,2021-07-23 21:53:23,0.716s,PASSED
"setText(findTestObject(""txt-expiry-date""), expiry)",Chrome 91.0.4472.164,,,2021-07-23 21:53:23,2021-07-23 21:53:24,0.387s,PASSED
"setText(findTestObject(""txt-cvv""), cvv)",Chrome 91.0.4472.164,,,2021-07-23 21:53:24,2021-07-23 21:53:24,0.508s,PASSED
"click(findTestObject(""btn-pay-now""))",Chrome 91.0.4472.164,,,2021-07-23 21:53:24,2021-07-23 21:53:24,0.261s,PASSED
"verifyElementText(findTestObject(""txt-invalid-card-number""), ""Invalid card number"")",Chrome 91.0.4472.164,,,2021-07-23 21:53:24,2021-07-23 21:53:25,0.214s,PASSED
"setText(findTestObject(""txt-cardnumber""), cardnumber)",Chrome 91.0.4472.164,,,2021-07-23 21:53:25,2021-07-23 21:53:25,0.479s,PASSED
"setText(findTestObject(""txt-expiry-date""), expiryinvalid)",Chrome 91.0.4472.164,,,2021-07-23 21:53:25,2021-07-23 21:53:25,0.378s,PASSED
"verifyElementText(findTestObject(""txt-expiry-date-warning""), ""Expiry date"")",Chrome 91.0.4472.164,,,2021-07-23 21:53:25,2021-07-23 21:53:26,0.185s,PASSED
